"";"cut";"color"
"42075";"Premium";"F"
"42076";"Ideal";"D"
"42077";"Ideal";"D"
"42078";"Very Good";"F"
"42079";"Very Good";"F"
"42080";"Very Good";"G"
"42081";"Ideal";"G"
"42082";"Premium";"G"
"42083";"Premium";"G"
"42084";"Ideal";"E"
"42085";"Premium";"E"
"42086";"Ideal";"H"
"42087";"Ideal";"H"
"42088";"Ideal";"E"
"42089";"Ideal";"E"
"42090";"Ideal";"E"
"42091";"Ideal";"E"
"42092";"Fair";"E"
"42093";"Premium";"H"
"42094";"Very Good";"H"
"42095";"Ideal";"I"
"42096";"Premium";"E"
"42097";"Ideal";"E"
"42098";"Ideal";"E"
"42099";"Very Good";"E"
"42100";"Ideal";"E"
"42101";"Premium";"F"
"42102";"Ideal";"F"
"42103";"Good";"F"
"42104";"Good";"F"
"42105";"Fair";"H"
"42106";"Very Good";"E"
"42107";"Ideal";"G"
"42108";"Ideal";"G"
"42109";"Ideal";"J"
"42110";"Ideal";"F"
"42111";"Ideal";"F"
"42112";"Ideal";"F"
"42113";"Ideal";"F"
"42114";"Ideal";"I"
"42115";"Very Good";"E"
"42116";"Ideal";"E"
"42117";"Very Good";"E"
"42118";"Good";"E"
"42119";"Very Good";"E"
"42120";"Fair";"F"
"42121";"Good";"F"
"42122";"Ideal";"D"
"42123";"Ideal";"I"
"42124";"Ideal";"H"
"42125";"Ideal";"F"
"42126";"Premium";"D"
"42127";"Ideal";"E"
"42128";"Ideal";"F"
"42129";"Premium";"F"
"42130";"Ideal";"F"
"42131";"Ideal";"I"
"42132";"Ideal";"F"
"42133";"Premium";"D"
"42134";"Premium";"D"
"42135";"Premium";"D"
"42136";"Good";"F"
"42137";"Ideal";"G"
"42138";"Ideal";"J"
"42139";"Good";"I"
"42140";"Premium";"F"
"42141";"Premium";"G"
"42142";"Fair";"G"
"42143";"Premium";"G"
"42144";"Very Good";"E"
"42145";"Ideal";"I"
"42146";"Ideal";"G"
"42147";"Premium";"G"
"42148";"Very Good";"I"
"42149";"Premium";"F"
"42150";"Ideal";"F"
"42151";"Ideal";"F"
"42152";"Ideal";"I"
"42153";"Good";"E"
"42154";"Good";"H"
"42155";"Premium";"E"
"42156";"Very Good";"H"
"42157";"Very Good";"F"
"42158";"Very Good";"E"
"42159";"Very Good";"E"
"42160";"Very Good";"E"
"42161";"Very Good";"F"
"42162";"Ideal";"G"
"42163";"Ideal";"G"
"42164";"Ideal";"F"
"42165";"Ideal";"E"
"42166";"Premium";"D"
"42167";"Ideal";"F"
"42168";"Premium";"D"
"42169";"Very Good";"E"
"42170";"Very Good";"G"
"42171";"Premium";"I"
"42172";"Very Good";"I"
"42173";"Ideal";"F"
"42174";"Premium";"F"
"42175";"Ideal";"F"
"42176";"Ideal";"E"
"42177";"Ideal";"F"
"42178";"Ideal";"G"
"42179";"Good";"G"
"42180";"Premium";"G"
"42181";"Premium";"G"
"42182";"Premium";"G"
"42183";"Very Good";"H"
"42184";"Premium";"H"
"42185";"Good";"G"
"42186";"Ideal";"G"
"42187";"Very Good";"G"
"42188";"Good";"G"
"42189";"Premium";"G"
"42190";"Premium";"F"
"42191";"Premium";"F"
"42192";"Fair";"E"
"42193";"Premium";"F"
"42194";"Premium";"E"
"42195";"Premium";"G"
"42196";"Very Good";"J"
"42197";"Good";"G"
"42198";"Good";"E"
"42199";"Ideal";"G"
"42200";"Premium";"G"
"42201";"Ideal";"G"
"42202";"Ideal";"G"
"42203";"Good";"F"
"42204";"Very Good";"I"
"42205";"Very Good";"E"
"42206";"Good";"H"
"42207";"Very Good";"D"
"42208";"Very Good";"H"
"42209";"Good";"H"
"42210";"Very Good";"D"
"42211";"Ideal";"D"
"42212";"Very Good";"D"
"42213";"Good";"H"
"42214";"Ideal";"D"
"42215";"Ideal";"D"
"42216";"Ideal";"G"
"42217";"Ideal";"G"
"42218";"Ideal";"G"
"42219";"Ideal";"G"
"42220";"Ideal";"G"
"42221";"Ideal";"G"
"42222";"Ideal";"E"
"42223";"Ideal";"D"
"42224";"Premium";"F"
"42225";"Ideal";"E"
"42226";"Premium";"F"
"42227";"Premium";"D"
"42228";"Premium";"D"
"42229";"Premium";"D"
"42230";"Premium";"F"
"42231";"Premium";"E"
"42232";"Very Good";"E"
"42233";"Very Good";"F"
"42234";"Ideal";"D"
"42235";"Ideal";"E"
"42236";"Ideal";"H"
"42237";"Very Good";"H"
"42238";"Good";"F"
"42239";"Good";"G"
"42240";"Very Good";"G"
"42241";"Ideal";"G"
"42242";"Ideal";"H"
"42243";"Ideal";"D"
"42244";"Ideal";"D"
"42245";"Ideal";"D"
"42246";"Ideal";"H"
"42247";"Ideal";"H"
"42248";"Ideal";"H"
"42249";"Ideal";"H"
"42250";"Ideal";"F"
"42251";"Ideal";"D"
"42252";"Very Good";"E"
"42253";"Very Good";"E"
"42254";"Good";"E"
"42255";"Good";"E"
"42256";"Good";"D"
"42257";"Fair";"H"
"42258";"Premium";"E"
"42259";"Good";"I"
"42260";"Good";"E"
"42261";"Good";"F"
"42262";"Good";"F"
"42263";"Premium";"F"
"42264";"Premium";"G"
"42265";"Ideal";"G"
"42266";"Ideal";"G"
"42267";"Ideal";"D"
"42268";"Ideal";"D"
"42269";"Premium";"F"
"42270";"Premium";"F"
"42271";"Very Good";"E"
"42272";"Very Good";"E"
"42273";"Very Good";"E"
"42274";"Very Good";"E"
"42275";"Very Good";"E"
"42276";"Very Good";"E"
"42277";"Very Good";"D"
"42278";"Very Good";"F"
"42279";"Very Good";"G"
"42280";"Ideal";"F"
"42281";"Ideal";"G"
"42282";"Ideal";"G"
"42283";"Ideal";"G"
"42284";"Ideal";"G"
"42285";"Ideal";"I"
"42286";"Ideal";"I"
"42287";"Good";"F"
"42288";"Good";"E"
"42289";"Good";"E"
"42290";"Premium";"H"
"42291";"Premium";"H"
"42292";"Ideal";"I"
"42293";"Very Good";"H"
"42294";"Very Good";"I"
"42295";"Good";"E"
"42296";"Very Good";"H"
"42297";"Ideal";"H"
"42298";"Ideal";"H"
"42299";"Premium";"H"
"42300";"Very Good";"H"
"42301";"Premium";"E"
"42302";"Ideal";"D"
"42303";"Ideal";"D"
"42304";"Ideal";"D"
"42305";"Very Good";"F"
"42306";"Very Good";"D"
"42307";"Premium";"D"
"42308";"Ideal";"F"
"42309";"Ideal";"F"
"42310";"Ideal";"F"
"42311";"Ideal";"F"
"42312";"Ideal";"F"
"42313";"Premium";"F"
"42314";"Premium";"F"
"42315";"Ideal";"F"
"42316";"Premium";"D"
"42317";"Ideal";"F"
"42318";"Very Good";"F"
"42319";"Ideal";"F"
"42320";"Ideal";"D"
"42321";"Ideal";"D"
"42322";"Ideal";"F"
"42323";"Very Good";"D"
"42324";"Ideal";"D"
"42325";"Ideal";"F"
"42326";"Very Good";"F"
"42327";"Ideal";"F"
"42328";"Good";"G"
"42329";"Ideal";"F"
"42330";"Ideal";"I"
"42331";"Ideal";"E"
"42332";"Premium";"D"
"42333";"Ideal";"G"
"42334";"Ideal";"G"
"42335";"Ideal";"J"
"42336";"Ideal";"I"
"42337";"Premium";"E"
"42338";"Ideal";"D"
"42339";"Very Good";"F"
"42340";"Very Good";"G"
"42341";"Ideal";"H"
"42342";"Good";"E"
"42343";"Ideal";"I"
"42344";"Ideal";"F"
"42345";"Good";"E"
"42346";"Ideal";"H"
"42347";"Ideal";"E"
"42348";"Ideal";"H"
"42349";"Premium";"E"
"42350";"Premium";"G"
"42351";"Ideal";"E"
"42352";"Ideal";"E"
"42353";"Ideal";"I"
"42354";"Ideal";"E"
"42355";"Ideal";"E"
"42356";"Very Good";"I"
"42357";"Ideal";"I"
"42358";"Very Good";"F"
"42359";"Very Good";"H"
"42360";"Premium";"E"
"42361";"Premium";"F"
"42362";"Good";"I"
"42363";"Ideal";"F"
"42364";"Ideal";"E"
"42365";"Premium";"E"
"42366";"Ideal";"D"
"42367";"Very Good";"E"
"42368";"Very Good";"E"
"42369";"Good";"E"
"42370";"Premium";"G"
"42371";"Fair";"D"
"42372";"Ideal";"I"
"42373";"Ideal";"H"
"42374";"Ideal";"F"
"42375";"Ideal";"F"
"42376";"Ideal";"H"
"42377";"Ideal";"E"
"42378";"Premium";"E"
"42379";"Very Good";"E"
"42380";"Ideal";"E"
"42381";"Premium";"J"
"42382";"Fair";"G"
"42383";"Ideal";"F"
"42384";"Very Good";"D"
"42385";"Ideal";"G"
"42386";"Ideal";"H"
"42387";"Ideal";"G"
"42388";"Good";"J"
"42389";"Good";"F"
"42390";"Premium";"G"
"42391";"Very Good";"D"
"42392";"Ideal";"E"
"42393";"Ideal";"F"
"42394";"Good";"F"
"42395";"Premium";"G"
"42396";"Premium";"E"
"42397";"Premium";"D"
"42398";"Very Good";"F"
"42399";"Premium";"F"
"42400";"Good";"F"
"42401";"Ideal";"E"
"42402";"Ideal";"F"
"42403";"Ideal";"G"
"42404";"Ideal";"G"
"42405";"Premium";"I"
"42406";"Very Good";"H"
"42407";"Premium";"H"
"42408";"Very Good";"I"
"42409";"Ideal";"H"
"42410";"Ideal";"G"
"42411";"Ideal";"D"
"42412";"Good";"D"
"42413";"Very Good";"F"
"42414";"Very Good";"D"
"42415";"Very Good";"G"
"42416";"Very Good";"G"
"42417";"Very Good";"F"
"42418";"Very Good";"F"
"42419";"Ideal";"E"
"42420";"Ideal";"F"
"42421";"Premium";"G"
"42422";"Premium";"G"
"42423";"Good";"G"
"42424";"Ideal";"G"
"42425";"Good";"F"
"42426";"Very Good";"F"
"42427";"Good";"F"
"42428";"Ideal";"H"
"42429";"Very Good";"F"
"42430";"Ideal";"F"
"42431";"Ideal";"G"
"42432";"Very Good";"F"
"42433";"Ideal";"H"
"42434";"Premium";"G"
"42435";"Ideal";"D"
"42436";"Ideal";"D"
"42437";"Ideal";"D"
"42438";"Very Good";"D"
"42439";"Ideal";"H"
"42440";"Ideal";"D"
"42441";"Ideal";"H"
"42442";"Ideal";"G"
"42443";"Premium";"E"
"42444";"Premium";"I"
"42445";"Very Good";"E"
"42446";"Very Good";"E"
"42447";"Good";"D"
"42448";"Ideal";"E"
"42449";"Good";"I"
"42450";"Ideal";"I"
"42451";"Good";"E"
"42452";"Good";"E"
"42453";"Ideal";"E"
"42454";"Ideal";"E"
"42455";"Good";"E"
"42456";"Very Good";"F"
"42457";"Premium";"E"
"42458";"Good";"G"
"42459";"Premium";"E"
"42460";"Good";"E"
"42461";"Very Good";"E"
"42462";"Ideal";"F"
"42463";"Very Good";"E"
"42464";"Good";"E"
"42465";"Very Good";"E"
"42466";"Premium";"G"
"42467";"Premium";"E"
"42468";"Ideal";"I"
"42469";"Very Good";"G"
"42470";"Ideal";"J"
"42471";"Ideal";"D"
"42472";"Very Good";"I"
"42473";"Very Good";"I"
"42474";"Ideal";"F"
"42475";"Ideal";"E"
"42476";"Very Good";"E"
"42477";"Very Good";"E"
"42478";"Very Good";"D"
"42479";"Ideal";"G"
"42480";"Ideal";"G"
"42481";"Ideal";"G"
"42482";"Ideal";"G"
"42483";"Good";"F"
"42484";"Good";"E"
"42485";"Premium";"D"
"42486";"Good";"D"
"42487";"Ideal";"D"
"42488";"Ideal";"H"
"42489";"Ideal";"G"
"42490";"Ideal";"E"
"42491";"Ideal";"F"
"42492";"Premium";"F"
"42493";"Very Good";"H"
"42494";"Very Good";"E"
"42495";"Very Good";"E"
"42496";"Very Good";"F"
"42497";"Very Good";"F"
"42498";"Very Good";"E"
"42499";"Ideal";"D"
"42500";"Ideal";"I"
"42501";"Premium";"E"
"42502";"Premium";"E"
"42503";"Very Good";"D"
"42504";"Premium";"G"
"42505";"Premium";"G"
"42506";"Ideal";"G"
"42507";"Very Good";"F"
"42508";"Very Good";"F"
"42509";"Ideal";"I"
"42510";"Ideal";"F"
"42511";"Ideal";"G"
"42512";"Ideal";"F"
"42513";"Good";"E"
"42514";"Very Good";"D"
"42515";"Premium";"E"
"42516";"Ideal";"F"
"42517";"Ideal";"F"
"42518";"Fair";"F"
"42519";"Fair";"D"
"42520";"Fair";"D"
"42521";"Fair";"D"
"42522";"Premium";"G"
"42523";"Premium";"G"
"42524";"Premium";"F"
"42525";"Premium";"F"
"42526";"Premium";"F"
"42527";"Ideal";"F"
"42528";"Ideal";"F"
"42529";"Premium";"F"
"42530";"Ideal";"F"
"42531";"Ideal";"F"
"42532";"Ideal";"F"
"42533";"Premium";"D"
"42534";"Ideal";"D"
"42535";"Premium";"D"
"42536";"Premium";"D"
"42537";"Ideal";"D"
"42538";"Ideal";"D"
"42539";"Ideal";"D"
"42540";"Premium";"D"
"42541";"Premium";"F"
"42542";"Good";"F"
"42543";"Premium";"F"
"42544";"Premium";"F"
"42545";"Ideal";"J"
"42546";"Ideal";"J"
"42547";"Fair";"H"
"42548";"Fair";"H"
"42549";"Very Good";"E"
"42550";"Ideal";"G"
"42551";"Very Good";"F"
"42552";"Very Good";"E"
"42553";"Ideal";"D"
"42554";"Very Good";"D"
"42555";"Premium";"F"
"42556";"Ideal";"F"
"42557";"Ideal";"D"
"42558";"Ideal";"F"
"42559";"Ideal";"D"
"42560";"Ideal";"D"
"42561";"Ideal";"D"
"42562";"Ideal";"D"
"42563";"Ideal";"I"
"42564";"Very Good";"G"
"42565";"Very Good";"H"
"42566";"Ideal";"E"
"42567";"Ideal";"G"
"42568";"Ideal";"F"
"42569";"Ideal";"E"
"42570";"Ideal";"E"
"42571";"Ideal";"E"
"42572";"Premium";"E"
"42573";"Ideal";"I"
"42574";"Fair";"G"
"42575";"Good";"E"
"42576";"Very Good";"H"
"42577";"Good";"E"
"42578";"Premium";"F"
"42579";"Ideal";"H"
"42580";"Ideal";"G"
"42581";"Ideal";"G"
"42582";"Ideal";"J"
"42583";"Very Good";"E"
"42584";"Ideal";"E"
"42585";"Ideal";"D"
"42586";"Very Good";"E"
"42587";"Ideal";"D"
"42588";"Ideal";"D"
"42589";"Ideal";"G"
"42590";"Premium";"F"
"42591";"Very Good";"H"
"42592";"Very Good";"E"
"42593";"Very Good";"E"
"42594";"Very Good";"E"
"42595";"Very Good";"D"
"42596";"Ideal";"E"
"42597";"Ideal";"E"
"42598";"Ideal";"E"
"42599";"Ideal";"E"
"42600";"Good";"E"
"42601";"Premium";"H"
"42602";"Ideal";"I"
"42603";"Good";"I"
"42604";"Ideal";"I"
"42605";"Very Good";"I"
"42606";"Premium";"H"
"42607";"Very Good";"I"
"42608";"Premium";"E"
"42609";"Very Good";"H"
"42610";"Premium";"I"
"42611";"Ideal";"H"
"42612";"Very Good";"H"
"42613";"Premium";"I"
"42614";"Premium";"I"
"42615";"Good";"H"
"42616";"Very Good";"E"
"42617";"Ideal";"H"
"42618";"Premium";"I"
"42619";"Premium";"H"
"42620";"Ideal";"H"
"42621";"Ideal";"I"
"42622";"Very Good";"H"
"42623";"Very Good";"G"
"42624";"Premium";"H"
"42625";"Very Good";"H"
"42626";"Ideal";"H"
"42627";"Premium";"H"
"42628";"Very Good";"H"
"42629";"Ideal";"H"
"42630";"Ideal";"H"
"42631";"Ideal";"H"
"42632";"Good";"E"
"42633";"Premium";"H"
"42634";"Premium";"H"
"42635";"Premium";"H"
"42636";"Very Good";"H"
"42637";"Ideal";"F"
"42638";"Ideal";"D"
"42639";"Ideal";"D"
"42640";"Ideal";"D"
"42641";"Ideal";"H"
"42642";"Ideal";"F"
"42643";"Premium";"F"
"42644";"Fair";"H"
"42645";"Premium";"H"
"42646";"Ideal";"E"
"42647";"Ideal";"E"
"42648";"Very Good";"E"
"42649";"Ideal";"E"
"42650";"Good";"F"
"42651";"Premium";"G"
"42652";"Ideal";"G"
"42653";"Very Good";"E"
"42654";"Premium";"G"
"42655";"Premium";"E"
"42656";"Ideal";"F"
"42657";"Ideal";"E"
"42658";"Very Good";"F"
"42659";"Good";"D"
"42660";"Ideal";"E"
"42661";"Ideal";"G"
"42662";"Ideal";"D"
"42663";"Ideal";"E"
"42664";"Ideal";"E"
"42665";"Good";"E"
"42666";"Ideal";"F"
"42667";"Ideal";"E"
"42668";"Premium";"E"
"42669";"Ideal";"E"
"42670";"Ideal";"E"
"42671";"Ideal";"E"
"42672";"Fair";"F"
"42673";"Fair";"J"
"42674";"Fair";"H"
"42675";"Premium";"G"
"42676";"Ideal";"F"
"42677";"Very Good";"D"
"42678";"Very Good";"G"
"42679";"Ideal";"G"
"42680";"Good";"E"
"42681";"Very Good";"G"
"42682";"Very Good";"E"
"42683";"Very Good";"H"
"42684";"Very Good";"H"
"42685";"Very Good";"H"
"42686";"Very Good";"E"
"42687";"Very Good";"D"
"42688";"Ideal";"E"
"42689";"Ideal";"F"
"42690";"Ideal";"E"
"42691";"Ideal";"E"
"42692";"Ideal";"E"
"42693";"Good";"H"
"42694";"Ideal";"H"
"42695";"Very Good";"H"
"42696";"Ideal";"H"
"42697";"Ideal";"D"
"42698";"Premium";"F"
"42699";"Very Good";"G"
"42700";"Good";"G"
"42701";"Very Good";"G"
"42702";"Premium";"G"
"42703";"Premium";"G"
"42704";"Good";"F"
"42705";"Premium";"F"
"42706";"Very Good";"F"
"42707";"Ideal";"G"
"42708";"Good";"F"
"42709";"Very Good";"G"
"42710";"Premium";"G"
"42711";"Ideal";"F"
"42712";"Very Good";"G"
"42713";"Ideal";"G"
"42714";"Good";"F"
"42715";"Ideal";"E"
"42716";"Ideal";"E"
"42717";"Ideal";"E"
"42718";"Fair";"E"
"42719";"Very Good";"E"
"42720";"Premium";"E"
"42721";"Premium";"G"
"42722";"Ideal";"I"
"42723";"Ideal";"E"
"42724";"Good";"J"
"42725";"Premium";"H"
"42726";"Ideal";"G"
"42727";"Ideal";"F"
"42728";"Ideal";"D"
"42729";"Ideal";"D"
"42730";"Ideal";"I"
"42731";"Very Good";"G"
"42732";"Very Good";"E"
"42733";"Very Good";"E"
"42734";"Ideal";"E"
"42735";"Ideal";"E"
"42736";"Ideal";"E"
"42737";"Very Good";"E"
"42738";"Good";"G"
"42739";"Ideal";"E"
"42740";"Ideal";"E"
"42741";"Very Good";"E"
"42742";"Ideal";"E"
"42743";"Good";"E"
"42744";"Good";"G"
"42745";"Premium";"E"
"42746";"Good";"E"
"42747";"Good";"E"
"42748";"Premium";"G"
"42749";"Good";"E"
"42750";"Very Good";"G"
"42751";"Very Good";"H"
"42752";"Ideal";"G"
"42753";"Ideal";"G"
"42754";"Ideal";"I"
"42755";"Ideal";"H"
"42756";"Very Good";"D"
"42757";"Premium";"D"
"42758";"Very Good";"E"
"42759";"Premium";"G"
"42760";"Ideal";"G"
"42761";"Very Good";"F"
"42762";"Ideal";"G"
"42763";"Premium";"G"
"42764";"Very Good";"F"
"42765";"Very Good";"F"
"42766";"Ideal";"I"
"42767";"Ideal";"E"
"42768";"Ideal";"G"
"42769";"Ideal";"F"
"42770";"Ideal";"D"
"42771";"Premium";"J"
"42772";"Very Good";"F"
"42773";"Ideal";"G"
"42774";"Ideal";"G"
"42775";"Good";"E"
"42776";"Fair";"F"
"42777";"Premium";"E"
"42778";"Very Good";"H"
"42779";"Very Good";"E"
"42780";"Very Good";"D"
"42781";"Premium";"D"
"42782";"Good";"G"
"42783";"Ideal";"H"
"42784";"Good";"F"
"42785";"Premium";"F"
"42786";"Good";"D"
"42787";"Premium";"F"
"42788";"Very Good";"I"
"42789";"Ideal";"G"
"42790";"Ideal";"G"
"42791";"Good";"F"
"42792";"Good";"G"
"42793";"Ideal";"D"
"42794";"Ideal";"D"
"42795";"Good";"G"
"42796";"Fair";"G"
"42797";"Premium";"F"
"42798";"Very Good";"G"
"42799";"Very Good";"G"
"42800";"Very Good";"E"
"42801";"Ideal";"I"
"42802";"Ideal";"F"
"42803";"Premium";"E"
"42804";"Ideal";"G"
"42805";"Good";"D"
"42806";"Ideal";"J"
"42807";"Ideal";"I"
"42808";"Ideal";"D"
"42809";"Ideal";"H"
"42810";"Ideal";"H"
"42811";"Ideal";"H"
"42812";"Ideal";"H"
"42813";"Good";"F"
"42814";"Very Good";"F"
"42815";"Very Good";"D"
"42816";"Very Good";"D"
"42817";"Very Good";"E"
"42818";"Premium";"G"
"42819";"Very Good";"G"
"42820";"Ideal";"D"
"42821";"Ideal";"H"
"42822";"Ideal";"H"
"42823";"Ideal";"G"
"42824";"Good";"F"
"42825";"Premium";"F"
"42826";"Good";"E"
"42827";"Ideal";"I"
"42828";"Ideal";"E"
"42829";"Premium";"E"
"42830";"Premium";"G"
"42831";"Very Good";"F"
"42832";"Very Good";"I"
"42833";"Ideal";"D"
"42834";"Ideal";"D"
"42835";"Ideal";"E"
"42836";"Premium";"F"
"42837";"Ideal";"F"
"42838";"Premium";"F"
"42839";"Ideal";"F"
"42840";"Ideal";"F"
"42841";"Ideal";"F"
"42842";"Ideal";"F"
"42843";"Ideal";"F"
"42844";"Ideal";"F"
"42845";"Ideal";"F"
"42846";"Ideal";"F"
"42847";"Premium";"F"
"42848";"Premium";"F"
"42849";"Ideal";"F"
"42850";"Ideal";"F"
"42851";"Ideal";"F"
"42852";"Ideal";"D"
"42853";"Premium";"D"
"42854";"Ideal";"D"
"42855";"Premium";"D"
"42856";"Ideal";"D"
"42857";"Premium";"D"
"42858";"Premium";"G"
"42859";"Premium";"H"
"42860";"Premium";"E"
"42861";"Very Good";"F"
"42862";"Very Good";"E"
"42863";"Ideal";"E"
"42864";"Ideal";"I"
"42865";"Good";"F"
"42866";"Very Good";"E"
"42867";"Ideal";"F"
"42868";"Ideal";"F"
"42869";"Ideal";"F"
"42870";"Very Good";"F"
"42871";"Premium";"F"
"42872";"Ideal";"F"
"42873";"Ideal";"G"
"42874";"Ideal";"G"
"42875";"Ideal";"G"
"42876";"Premium";"D"
"42877";"Fair";"E"
"42878";"Very Good";"D"
"42879";"Very Good";"F"
"42880";"Ideal";"F"
"42881";"Ideal";"F"
"42882";"Premium";"F"
"42883";"Ideal";"G"
"42884";"Ideal";"H"
"42885";"Ideal";"E"
"42886";"Ideal";"E"
"42887";"Ideal";"D"
"42888";"Ideal";"E"
"42889";"Ideal";"D"
"42890";"Ideal";"D"
"42891";"Premium";"D"
"42892";"Ideal";"D"
"42893";"Ideal";"D"
"42894";"Ideal";"D"
"42895";"Premium";"H"
"42896";"Ideal";"F"
"42897";"Ideal";"F"
"42898";"Very Good";"G"
"42899";"Premium";"E"
"42900";"Good";"H"
"42901";"Good";"H"
"42902";"Good";"F"
"42903";"Good";"E"
"42904";"Very Good";"E"
"42905";"Fair";"J"
"42906";"Good";"H"
"42907";"Premium";"E"
"42908";"Premium";"G"
"42909";"Very Good";"E"
"42910";"Premium";"H"
"42911";"Ideal";"D"
"42912";"Very Good";"J"
"42913";"Ideal";"E"
"42914";"Ideal";"E"
"42915";"Good";"D"
"42916";"Good";"G"
"42917";"Ideal";"F"
"42918";"Good";"F"
"42919";"Good";"F"
"42920";"Ideal";"F"
"42921";"Premium";"D"
"42922";"Fair";"E"
"42923";"Premium";"G"
"42924";"Very Good";"D"
"42925";"Good";"G"
"42926";"Ideal";"G"
"42927";"Good";"F"
"42928";"Good";"G"
"42929";"Very Good";"F"
"42930";"Ideal";"F"
"42931";"Premium";"H"
"42932";"Ideal";"H"
"42933";"Premium";"H"
"42934";"Very Good";"H"
"42935";"Very Good";"I"
"42936";"Premium";"I"
"42937";"Ideal";"H"
"42938";"Premium";"E"
"42939";"Good";"I"
"42940";"Very Good";"E"
"42941";"Ideal";"G"
"42942";"Premium";"F"
"42943";"Premium";"I"
"42944";"Premium";"I"
"42945";"Premium";"F"
"42946";"Very Good";"F"
"42947";"Very Good";"F"
"42948";"Premium";"F"
"42949";"Very Good";"F"
"42950";"Ideal";"J"
"42951";"Premium";"J"
"42952";"Premium";"J"
"42953";"Premium";"J"
"42954";"Premium";"J"
"42955";"Very Good";"J"
"42956";"Premium";"J"
"42957";"Very Good";"J"
"42958";"Premium";"J"
"42959";"Good";"J"
"42960";"Premium";"J"
"42961";"Ideal";"D"
"42962";"Premium";"E"
"42963";"Very Good";"E"
"42964";"Ideal";"I"
"42965";"Ideal";"H"
"42966";"Ideal";"F"
"42967";"Good";"E"
"42968";"Very Good";"G"
"42969";"Ideal";"I"
"42970";"Premium";"F"
"42971";"Ideal";"E"
"42972";"Ideal";"E"
"42973";"Ideal";"E"
"42974";"Ideal";"G"
"42975";"Premium";"E"
"42976";"Very Good";"E"
"42977";"Premium";"E"
"42978";"Ideal";"E"
"42979";"Ideal";"E"
"42980";"Ideal";"G"
"42981";"Ideal";"E"
"42982";"Ideal";"G"
"42983";"Ideal";"G"
"42984";"Ideal";"G"
"42985";"Ideal";"E"
"42986";"Ideal";"I"
"42987";"Fair";"G"
"42988";"Fair";"F"
"42989";"Good";"F"
"42990";"Fair";"G"
"42991";"Very Good";"F"
"42992";"Very Good";"E"
"42993";"Ideal";"F"
"42994";"Ideal";"E"
"42995";"Ideal";"G"
"42996";"Ideal";"G"
"42997";"Ideal";"F"
"42998";"Very Good";"D"
"42999";"Very Good";"D"
"43000";"Ideal";"D"
"43001";"Ideal";"D"
"43002";"Ideal";"I"
"43003";"Premium";"E"
"43004";"Very Good";"E"
"43005";"Very Good";"G"
"43006";"Very Good";"G"
"43007";"Very Good";"E"
"43008";"Ideal";"G"
"43009";"Very Good";"G"
"43010";"Premium";"F"
"43011";"Ideal";"F"
"43012";"Ideal";"E"
"43013";"Very Good";"F"
"43014";"Very Good";"F"
"43015";"Very Good";"F"
"43016";"Ideal";"I"
"43017";"Ideal";"H"
"43018";"Ideal";"H"
"43019";"Ideal";"H"
"43020";"Ideal";"H"
"43021";"Premium";"F"
"43022";"Ideal";"I"
"43023";"Ideal";"F"
"43024";"Ideal";"G"
"43025";"Very Good";"E"
"43026";"Premium";"E"
"43027";"Premium";"E"
"43028";"Ideal";"E"
"43029";"Ideal";"I"
"43030";"Very Good";"F"
"43031";"Very Good";"G"
"43032";"Fair";"G"
"43033";"Very Good";"F"
"43034";"Good";"D"
"43035";"Premium";"F"
"43036";"Ideal";"G"
"43037";"Ideal";"I"
"43038";"Ideal";"H"
"43039";"Ideal";"F"
"43040";"Ideal";"E"
"43041";"Premium";"E"
"43042";"Very Good";"E"
"43043";"Very Good";"E"
"43044";"Ideal";"H"
"43045";"Ideal";"H"
"43046";"Ideal";"H"
"43047";"Premium";"E"
"43048";"Very Good";"D"
"43049";"Very Good";"F"
"43050";"Very Good";"D"
"43051";"Premium";"D"
"43052";"Ideal";"D"
"43053";"Ideal";"I"
"43054";"Good";"H"
"43055";"Ideal";"F"
"43056";"Ideal";"I"
"43057";"Ideal";"G"
"43058";"Very Good";"E"
"43059";"Ideal";"E"
"43060";"Ideal";"G"
"43061";"Ideal";"F"
"43062";"Ideal";"G"
"43063";"Ideal";"G"
"43064";"Ideal";"G"
"43065";"Ideal";"G"
"43066";"Ideal";"F"
"43067";"Good";"D"
"43068";"Premium";"G"
"43069";"Very Good";"I"
"43070";"Very Good";"J"
"43071";"Very Good";"G"
"43072";"Premium";"I"
"43073";"Very Good";"D"
"43074";"Very Good";"D"
"43075";"Very Good";"H"
"43076";"Ideal";"H"
"43077";"Ideal";"G"
"43078";"Good";"I"
"43079";"Premium";"F"
"43080";"Ideal";"F"
"43081";"Ideal";"F"
"43082";"Premium";"F"
"43083";"Very Good";"G"
"43084";"Very Good";"E"
"43085";"Very Good";"D"
"43086";"Ideal";"I"
"43087";"Very Good";"E"
"43088";"Premium";"E"
"43089";"Premium";"H"
"43090";"Ideal";"H"
"43091";"Premium";"G"
"43092";"Ideal";"E"
"43093";"Very Good";"E"
"43094";"Ideal";"H"
"43095";"Premium";"H"
"43096";"Premium";"G"
"43097";"Ideal";"D"
"43098";"Ideal";"F"
"43099";"Fair";"E"
"43100";"Ideal";"I"
"43101";"Premium";"I"
"43102";"Very Good";"E"
"43103";"Ideal";"H"
"43104";"Ideal";"G"
"43105";"Ideal";"G"
"43106";"Good";"I"
